,visit_day,restaurant,shift_category,max_guests TW,capacity,full TW,max_guests LW,full LW,max_guests vs LW,max_guests vs LW %
190,2020-12-10,The Modern Pantry,LUNCH,8.0,75.0,0.10666666666666667,0.0,0.0,8.0,1.0
191,2020-12-10,The Modern Pantry,DINNER,12.0,75.0,0.16,9.0,0.12,3.0,0.33333333333333326
192,2020-12-11,100 Wardour St,LUNCH,10.0,242.0,0.04132231404958678,0.0,0.0,10.0,1.0
193,2020-12-11,100 Wardour St,DINNER,249.0,242.0,1.0289256198347108,175.0,0.7231404958677686,74.0,0.4228571428571428
194,2020-12-11,14 Hills,LUNCH,117.0,110.0,1.0636363636363637,0.0,0.0,117.0,1.0
195,2020-12-11,14 Hills,DINNER,159.0,110.0,1.4454545454545455,144.0,1.309090909090909,15.0,0.10416666666666674
196,2020-12-11,20 Stories,LUNCH,0.0,106.0,0.0,0.0,0.0,0.0,0.0
197,2020-12-11,20 Stories,DINNER,0.0,106.0,0.0,0.0,0.0,0.0,0.0
198,2020-12-11,Angelica,LUNCH,0.0,47.0,0.0,0.0,0.0,0.0,0.0
199,2020-12-11,Angelica,DINNER,0.0,47.0,0.0,0.0,0.0,0.0,0.0
200,2020-12-11,Angler Restaurant,LUNCH,38.0,52.0,0.7307692307692307,0.0,0.0,38.0,1.0
201,2020-12-11,Angler Restaurant,DINNER,55.0,52.0,1.0576923076923077,42.0,0.8076923076923077,13.0,0.30952380952380953
202,2020-12-11,Aster,LUNCH,2.0,52.0,0.038461538461538464,0.0,0.0,2.0,1.0
203,2020-12-11,Aster,DINNER,46.0,52.0,0.8846153846153846,5.0,0.09615384615384616,41.0,8.2
204,2020-12-11,Avenue,LUNCH,8.0,84.0,0.09523809523809523,0.0,0.0,8.0,1.0
205,2020-12-11,Avenue,DINNER,35.0,84.0,0.4166666666666667,31.0,0.36904761904761907,4.0,0.12903225806451624
206,2020-12-11,Bluebird Chelsea Restaurant,LUNCH,99.0,139.0,0.7122302158273381,0.0,0.0,99.0,1.0
207,2020-12-11,Bluebird Chelsea Restaurant,DINNER,183.0,139.0,1.316546762589928,117.0,0.841726618705036,66.0,0.5641025641025641
208,2020-12-11,Bluebird White City,LUNCH,0.0,82.0,0.0,0.0,0.0,0.0,0.0
209,2020-12-11,Bluebird White City,DINNER,8.0,82.0,0.0975609756097561,6.0,0.07317073170731707,2.0,0.33333333333333326
210,2020-12-11,Butlers Wharf Chophouse Restaurant,LUNCH,74.0,81.0,0.9135802469135802,0.0,0.0,74.0,1.0
211,2020-12-11,Butlers Wharf Chophouse Restaurant,DINNER,84.0,81.0,1.037037037037037,29.0,0.35802469135802467,55.0,1.896551724137931
212,2020-12-11,Cantina del Ponte,LUNCH,39.0,44.0,0.8863636363636364,0.0,0.0,39.0,1.0
213,2020-12-11,Cantina del Ponte,DINNER,83.0,44.0,1.8863636363636365,37.0,0.8409090909090909,46.0,1.2432432432432434
214,2020-12-11,Coq d'Argent,LUNCH,180.0,72.0,2.5,0.0,0.0,180.0,1.0
215,2020-12-11,Coq d'Argent,DINNER,194.0,72.0,2.6944444444444446,143.0,1.9861111111111112,51.0,0.35664335664335667
216,2020-12-11,Crafthouse,LUNCH,0.0,72.0,0.0,0.0,0.0,0.0,0.0
217,2020-12-11,Crafthouse,DINNER,0.0,72.0,0.0,0.0,0.0,0.0,0.0
218,2020-12-11,East 59th,LUNCH,0.0,52.0,0.0,0.0,0.0,0.0,0.0
219,2020-12-11,East 59th,DINNER,0.0,52.0,0.0,12.0,0.23076923076923078,-12.0,-1.0
220,2020-12-11,Fish Market,LUNCH,0.0,73.0,0.0,0.0,0.0,0.0,0.0
221,2020-12-11,Fish Market,DINNER,22.0,73.0,0.3013698630136986,8.0,0.1095890410958904,14.0,1.75
222,2020-12-11,Fiume,LUNCH,31.0,56.0,0.5535714285714286,0.0,0.0,31.0,1.0
223,2020-12-11,Fiume,DINNER,91.0,56.0,1.625,33.0,0.5892857142857143,58.0,1.7575757575757578
224,2020-12-11,German Gymnasium,LUNCH,275.0,99.0,2.7777777777777777,0.0,0.0,275.0,1.0
225,2020-12-11,German Gymnasium,DINNER,305.0,99.0,3.080808080808081,179.0,1.8080808080808082,126.0,0.7039106145251397
226,2020-12-11,Issho Restaurant,LUNCH,0.0,58.0,0.0,0.0,0.0,0.0,0.0
227,2020-12-11,Issho Restaurant,DINNER,0.0,58.0,0.0,0.0,0.0,0.0,0.0
228,2020-12-11,Klosterhaus,LUNCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,2020-12-11,Klosterhaus,DINNER,0.0,0.0,0.0,71.0,inf,-71.0,-1.0
230,2020-12-11,Launceston Place,LUNCH,17.0,46.0,0.3695652173913043,0.0,0.0,17.0,1.0
231,2020-12-11,Launceston Place,DINNER,42.0,46.0,0.9130434782608695,17.0,0.3695652173913043,25.0,1.4705882352941178
232,2020-12-11,Madison Restaurant,LUNCH,0.0,183.0,0.0,0.0,0.0,0.0,0.0
